23 Sektor;Nama Perusahaan;Deskripsi KBLI;Kabkot;Tambahan Investasi (US$);Negara;Proyek;TKI;TKA;
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;KARIMATA ALUMIN INDUSTRI;(25119) Industri Barang Dari Logam Siap Pasang Untuk Konstruksi Lainnya;Kabupaten Ketapang;9,36;Singapura;1;0;0;TW 2
Industri Kendaraan Bermotor dan Alat Transportasi Lain;KARIMATA ALUMIN INDUSTRI;(30200) Industri Lokomotif dan Gerbong Kereta;Kabupaten Ketapang;9,36;Singapura;1;0;0;TW 2
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;ANEKA ALUMINIUM PRODUK;(24203) Industri Penggilingan Logam Bukan Besi;Kabupaten Ketapang;14,05;Singapura;1;0;0;TW 2
Industri Kendaraan Bermotor dan Alat Transportasi Lain;ANEKA ALUMINIUM PRODUK;(29300) Industri Suku Cadang dan Aksesori Kendaraan Bermotor Roda Empat Atau Lebih;Kabupaten Ketapang;14,05;Singapura;1;0;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;BORNEO INTERNATIONAL ANUGERAH;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Kapuas Hulu;7.393,20;Singapura;1;398;0;TW 2
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;KETAPANG ALUMINIUM BASE;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Ketapang;180,28;Singapura;1;0;0;TW 2
Listrik, Gas dan Air;KETAPANG ALUMINIUM BASE;(35111) Pembangkitan Tenaga Listrik;Kabupaten Ketapang;180,28;Singapura;1;0;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;WAHANA PLANTATION AND PRODUCTS;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sintang;947.189,52;Hongkong, RRT;1;340;13;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;KHATULISTIWA AGRO ABADI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Kapuas Hulu;0,00;Singapura;1;0;0;TW 2
Industri Makanan;WAHANA PLANTATION AND PRODUCTS;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sintang;175.972,41;Hongkong, RRT;1;175;11;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;KHATULISTIWA AGRO ABADI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Kapuas Hulu;9.235,36;Singapura;1;321;0;TW 2
Industri Makanan;KHATULISTIWA AGRO ABADI;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Kapuas Hulu;6.250,00;Singapura;1;0;0;TW 2
Hotel dan Restoran;JOSH & TASANI LESTARI;(56301) Bar;Kota Pontianak;0,00;Singapura;1;0;0;TW 2
Jasa Lainnya;TRAKTOR NUSANTARA;(77393) Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Mesin Dan Peralatan Konstruksi Dan Teknik Sipil;Kabupaten Kubu Raya;0,00;Jepang;1;0;0;TW 2
Perdagangan dan Reparasi;TRAKTOR NUSANTARA;(46591) Perdagangan Besar Mesin Kantor dan Industri Pengolahan, Suku Cadang Dan Perlengkapannya;Kabupaten Kubu Raya;294.696,00;Jepang;1;0;0;TW 2
Perdagangan dan Reparasi;INDOMOBIL BUSSAN TRUCKING;(45201) Reparasi Mobil;Kota Pontianak;0,00;Jepang;1;0;0;TW 2
Jasa Lainnya;INDOMOBIL BUSSAN TRUCKING;(77100) Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Mobil, Bus, Truk Dan Sejenisnya;Kota Pontianak;0,00;Jepang;1;0;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;PULAU TIGA LESTARI JAYA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sanggau;172.359,52;Singapura;1;27;0;TW 2
Industri Makanan;PULAU TIGA LESTARI JAYA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sanggau;0,00;Singapura;1;0;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;PULAU TIGA LESTARI JAYA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sanggau;0,00;Singapura;1;0;0;TW 2
Industri Makanan;SENTOSA BUMI WIJAYA;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Bengkayang;49.407,08;Malaysia;1;0;0;TW 2
Perdagangan dan Reparasi;MERAPI UTAMA PHARMA;(46691) Perdagangan Besar Alat Laboratorium, Alat Farmasi Dan Alat Kedokteran Untuk Manusia;Kabupaten Kubu Raya;0,00;Jepang;1;0;0;TW 2
Transportasi, Gudang dan Telekomunikasi;PRATHITA TITIANNUSANTARA;(52296) Jasa Penunjang Angkutan Udara;Kabupaten Kubu Raya;0,00;Turki;1;1;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;GRAND UTAMA MANDIRI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sekadau;111.451,36;Korea Selatan;1;1;0;TW 2
Perdagangan dan Reparasi;DAESANG AGUNG INDONESIA;(46319) Perdagangan Besar Bahan Makanan Dan Minuman Hasil Pertanian Lainnya;Kota Pontianak;0,00;Korea Selatan;1;0;0;TW 2
Industri Makanan;GRAND UTAMA MANDIRI;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sekadau;15.647,11;Korea Selatan;1;4;0;TW 2
Jasa Lainnya;GRAND UTAMA MANDIRI;(86105) Aktivitas Klinik Swasta;Kabupaten Sekadau;0,00;Korea Selatan;1;0;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;REZEKI KENCANA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Kubu Raya;11.625,00;R.R. Tiongkok;1;0;6;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;MITRA KARYA SENTOSA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sanggau;342.781,84;Singapura;1;0;0;TW 2
Perdagangan dan Reparasi;FAST RETAILING INDONESIA;(47191) Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Bukan Makanan, Minuman Atau Tembakau Di Toserba (Department Store);Kabupaten Kubu Raya;0,00;Singapura;1;0;0;TW 2
Industri Makanan;REZEKI KENCANA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Kubu Raya;6.250,00;R.R. Tiongkok;1;20;5;TW 2
Industri Makanan;MITRA KARYA SENTOSA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sanggau;125.123,29;Singapura;1;0;0;TW 2
Perdagangan dan Reparasi;MERAPI UTAMA PHARMA;(46492) Perdagangan Besar Alat Olahraga;Kabupaten Kubu Raya;0,00;Jepang;1;0;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;BUMIPRATAMA KHATULISTIWA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Kubu Raya;5.100,23;Singapura;1;0;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;BUMIPRATAMA KHATULISTIWA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Kubu Raya;5.100,23;Singapura;1;0;0;TW 2
Perdagangan dan Reparasi;BUANA TIRTA AGUNG;(46202) Perdagangan Besar Buah Yang Mengandung Minyak;Kota Pontianak;0,00;Malaysia;1;0;0;TW 2
Perdagangan dan Reparasi;BERLIAN ARTA KENCANA;(46202) Perdagangan Besar Buah Yang Mengandung Minyak;Kota Pontianak;0,00;Malaysia;1;0;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;GRAND MANDIRI UTAMA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sintang;13.716,83;Hongkong, RRT;1;173;2;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;BUMIPRATAMA KHATULISTIWA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Kubu Raya;5.100,23;Singapura;1;0;0;TW 2
Industri Lainnya;GRAND MANDIRI UTAMA;(32909) Industri Pengolahan Lainnya YTDL;Kabupaten Sintang;12.500,00;Hongkong, RRT;1;226;2;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;BUMIPRATAMA KHATULISTIWA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Kubu Raya;5.100,23;Singapura;1;0;0;TW 2
Industri Makanan;BUMIPRATAMA KHATULISTIWA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Kubu Raya;50.973,37;Singapura;1;0;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;SWADAYA MUKTI PRAKARSA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Kayong Utara;413.191,02;Singapura;1;187;0;TW 2
Perdagangan dan Reparasi;WORLD INNOVATIVE TELECOMMUNICATION;(46523) Perdagangan Besar Peralatan Telekomunikasi;Kabupaten Sintang;585,68;Hongkong, RRT;1;0;0;TW 2
Industri Karet dan Plastik;SUMBER ALAM;(22123) Industri Karet Remah (Crumb Rubber);Kota Pontianak;4.525,95;Singapura;1;5;0;TW 2
Industri Karet dan Plastik;SUMBER DJANTIN;(22123) Industri Karet Remah (Crumb Rubber);Kota Pontianak;0,00;Singapura;1;6;0;TW 2
Industri Karet dan Plastik;SUMBER DJANTIN;(22123) Industri Karet Remah (Crumb Rubber);Kabupaten Sambas;0,00;Singapura;1;0;0;TW 2
Industri Makanan;SWADAYA MUKTI PRAKARSA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;121.212,45;Singapura;1;0;0;TW 2
Transportasi, Gudang dan Telekomunikasi;BINASAWIT ABADIPRATAMA;(52101) Pergudangan dan Penyimpanan;Kabupaten Mempawah;0,00;Singapura;1;0;0;TW 2
Perdagangan dan Reparasi;BINASAWIT ABADIPRATAMA;(46202) Perdagangan Besar Buah Yang Mengandung Minyak;Kabupaten Mempawah;0,00;Singapura;1;0;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;AGRO GADING SEJAHTERA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sintang;62.500,00;Jepang;1;0;0;TW 2
Hotel dan Restoran;JOSH & TASANI LESTARI;(55110) Hotel Bintang;Kota Pontianak;0,00;Singapura;1;0;0;TW 2
Industri Makanan;AGRO PALINDO SAKTI;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sanggau;32.366,86;Kepulauan Virgin Inggris;1;0;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;AGRO PALINDO SAKTI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sanggau;30.261,50;Kepulauan Virgin Inggris;1;0;0;TW 2
Perumahan, Kawasan Industri dan Perkantoran;CIAWI PERKASA PROPERTY;(68111) Real Estat Yang Dimiliki Sendiri Atau Disewa;Kota Pontianak;4.784,41;Malaysia;1;0;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;MEMPAWAH PERMAI LESTARI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Mempawah;37.500,00;Malaysia;1;2;0;TW 2
Industri Makanan;BULUH CAWANG PLANTATIONS;(10411) Industri Minyak Mentah dan Lemak Nabati;Kabupaten Sambas;0,00;Kepulauan Virgin Inggris;1;0;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;BULUH CAWANG PLANTATIONS;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sambas;56.186,40;Kepulauan Virgin Inggris;1;0;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;SANDAI MAKMUR SAWIT;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;557.233,93;Malaysia;1;0;0;TW 2
Listrik, Gas dan Air;UMEKAH SARIPRATAMA;(35203) Pengadaan Gas Bio;Kabupaten Ketapang;0,00;Singapura;1;0;0;TW 2
Listrik, Gas dan Air;GCL INDO TENAGA;(35111) Pembangkitan Tenaga Listrik;Kabupaten Bengkayang;8.332,00;R.R. Tiongkok;1;0;0;TW 2
Industri Makanan;TINTIN BOYOK SAWIT MAKMUR;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sekadau;8.407,81;Korea Selatan;1;0;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;UMEKAH SARIPRATAMA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;491.562,20;Singapura;1;56;0;TW 2
Industri Makanan;UMEKAH SARIPRATAMA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;894.085,92;Singapura;1;5;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;UMEKAH SARIPRATAMA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;0,00;Singapura;1;0;0;TW 2
Industri Makanan;PALMDALE AGROASIA LESTARI MAKMUR;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Kubu Raya;114.553,80;Kepulauan Virgin Inggris;1;4;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;PALMDALE AGROASIA LESTARI MAKMUR;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Kubu Raya;0,00;Kepulauan Virgin Inggris;1;0;0;TW 2
Pertambangan;YUXING INDONESIA INDUSTRIAL PARK;(09900) Aktivitas Penunjang pertambangan dan penggalian lainnya;Kabupaten Ketapang;0,00;R.R. Tiongkok;1;0;0;TW 2
Hotel dan Restoran;ADHIRAJASA HANASTA PRATAMA;(55110) Hotel Bintang;Kabupaten Ketapang;3.129,31;Belanda;1;0;0;TW 2
Perdagangan dan Reparasi;MERAPI UTAMA PHARMA;(46693) Perdagangan Besar Karet Dan Plastik Dalam Bentuk Dasar;Kabupaten Kubu Raya;0,00;Jepang;1;0;0;TW 2
Jasa Lainnya;TINTIN BOYOK SAWIT MAKMUR;(86105) Aktivitas Klinik Swasta;Kabupaten Sekadau;261,06;Korea Selatan;1;0;0;TW 2
Transportasi, Gudang dan Telekomunikasi;TELEKOMUNIKASI SELULAR;(61200) Aktivitas Telekomunikasi Tanpa Kabel;Kota Pontianak;0,00;Singapura;1;0;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;TINTIN BOYOK SAWIT MAKMUR;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sekadau;4.375,00;Korea Selatan;1;0;0;TW 2
Industri Makanan;LONG FORTUNE INDUSTRI;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sintang;0,00;Malaysia;1;0;0;TW 2
Perumahan, Kawasan Industri dan Perkantoran;KETAPANG BANGUN SARANA;(68130) Kawasan Industri;Kabupaten Ketapang;485.571,14;Singapura;1;0;0;TW 2
Perumahan, Kawasan Industri dan Perkantoran;KETAPANG BANGUN SARANA;(68130) Kawasan Industri;Kabupaten Ketapang;0,00;Singapura;1;0;0;TW 2
Listrik, Gas dan Air;KETAPANG BANGUN SARANA;(35111) Pembangkitan Tenaga Listrik;Kabupaten Ketapang;0,00;Singapura;1;0;0;TW 2
Perumahan, Kawasan Industri dan Perkantoran;KETAPANG BANGUN SARANA;(68130) Kawasan Industri;Kabupaten Ketapang;0,00;Singapura;1;0;0;TW 2
Industri Mineral Non Logam;KETAPANG BANGUN SARANA;(23957) Industri Mortar atau Beton Siap Pakai;Kabupaten Ketapang;5.828.041,53;Singapura;1;0;0;TW 2
Perumahan, Kawasan Industri dan Perkantoran;TARANGGA HANASTA;(68111) Real Estat Yang Dimiliki Sendiri Atau Disewa;Kabupaten Ketapang;27.139,51;Belanda;1;0;0;TW 2
Perdagangan dan Reparasi;COCA-COLA DISTRIBUTION INDONESIA;(46334) Perdagangan Besar Minuman Non Alkohol Bukan Susu;Kota Pontianak;0,00;Inggris;1;0;0;TW 2
Perdagangan dan Reparasi;PERFECT COMPANION INDONESIA;(46339) Perdagangan Besar Makanan Dan Minuman Lainnya;Kabupaten Kubu Raya;0,00;Thailand;1;0;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;DAYA LANDAK PLANTATION;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Landak;34.294,80;Singapura;1;0;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;INDORESINS PUTRA MANDIRI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Landak;2.783,71;Singapura;1;0;0;TW 2
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;BORNEO ALUMINDO PRIMA;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Ketapang;247.993.951,82;Hongkong, RRT;1;350;0;TW 2
Transportasi, Gudang dan Telekomunikasi;TANJUNG TELUK MENTIMUN;(52240) Penanganan Kargo (Bongkar Muat Barang);Kabupaten Ketapang;131.780,18;Hongkong, RRT;1;12;0;TW 2
Jasa Lainnya;ARTHA PERSADA KREATIF;(86903) Aktivitas Pelayanan Penunjang Kesehatan;Kabupaten Kubu Raya;21.326,13;Singapura;1;0;0;TW 2
Kehutanan;MAYAWANA PERSADA;(02111) Pemanfaatan Kayu Hutan Tanaman pada Hutan Produksi;Kabupaten Kayong Utara;1.503.625,00;Malaysia;1;247;0;TW 2
Perdagangan dan Reparasi;KHANSYA EMPIRE GROUP;(46448) Perdagangan Besar Bahan Baku Obat Tradisional Untuk Manusia Dan Hewan;Kabupaten Kubu Raya;1.875,00;India;1;0;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;SAWIT REZKI ABADI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Melawi;1.777,50;Malaysia;1;0;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;MATAHARI KUBU INVESTAMA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Bengkayang;2.018,75;Singapura;1;6;0;TW 2
Industri Makanan;MATAHARI KUBU INVESTAMA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Bengkayang;0,00;Singapura;1;0;0;TW 2
Industri Makanan;MATAHARI KUBU INVESTAMA;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Bengkayang;0,00;Singapura;1;0;0;TW 2
Perdagangan dan Reparasi;MATAHARI KUBU INVESTAMA;(46202) Perdagangan Besar Buah Yang Mengandung Minyak;Kabupaten Bengkayang;0,00;Singapura;1;0;0;TW 2
Perdagangan dan Reparasi;MATAHARI KUBU INVESTAMA;(46315) Perdagangan Besar Minyak dan Lemak Nabati;Kabupaten Bengkayang;0,00;Singapura;1;0;0;TW 2
Perdagangan dan Reparasi;PETRO ANDALAN NUSANTARA;(46610) Perdagangan Besar Bahan Bakar Padat, Cair Dan Gas Dan Produk YBDI;Kabupaten Mempawah;0,00;Singapura;1;0;0;TW 2
Kehutanan;NUSANTARA KALIMANTAN LESTARI;(02111) Pemanfaatan Kayu Hutan Tanaman pada Hutan Produksi;Kabupaten Ketapang;79.271,06;Malaysia;1;19;0;TW 2
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;BORNEO ALUMINDO PRIMA;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kota Pontianak;0,00;Hongkong, RRT;1;0;0;TW 2
Perdagangan dan Reparasi;THOUSAND ISLAND COMMUNICATION;(46523) Perdagangan Besar Peralatan Telekomunikasi;Kota Pontianak;0,00;Hongkong, RRT;1;0;0;TW 2
Perdagangan dan Reparasi;THOUSAND ISLAND COMMUNICATION;(46521) Perdagangan Besar Suku Cadang Elektronik;Kota Pontianak;0,00;Hongkong, RRT;1;0;0;TW 2
Transportasi, Gudang dan Telekomunikasi;NIPSEA PAINT AND CHEMICALS;(52101) Pergudangan dan Penyimpanan;Kota Singkawang;0,00;Hongkong, RRT;1;0;0;TW 2
Pertambangan;HUAXIN MINING GROUP;(09900) Aktivitas Penunjang pertambangan dan penggalian lainnya;Kota Pontianak;0,00;R.R. Tiongkok;1;0;0;TW 2
Pertambangan;HUAXIN MINING GROUP;(09900) Aktivitas Penunjang pertambangan dan penggalian lainnya;Kabupaten Sanggau;0,00;R.R. Tiongkok;1;0;0;TW 2
Pertambangan;HUAXIN MINING GROUP;(09900) Aktivitas Penunjang pertambangan dan penggalian lainnya;Kabupaten Ketapang;0,00;R.R. Tiongkok;1;0;0;TW 2
Kehutanan;WANA SUBUR LESTARI;(02111) Pemanfaatan Kayu Hutan Tanaman pada Hutan Produksi;Kabupaten Kubu Raya;27.613,92;Singapura;1;15;0;TW 2
Industri Kimia Dan Farmasi;NABATI MULTI BIOENERGI;(20115) Industri Kimia Dasar Organik Yang Bersumber Dari Hasil Pertanian;Kabupaten Sintang;0,00;R.R. Tiongkok;1;5;0;TW 2
Perdagangan dan Reparasi;SENTANA ADIDAYA PRATAMA;(46691) Perdagangan Besar Alat Laboratorium, Alat Farmasi Dan Alat Kedokteran Untuk Manusia;Kota Pontianak;0,00;Singapura;1;0;0;TW 2
Kehutanan;KUBU MULIA FORESTRY;(02111) Pemanfaatan Kayu Hutan Tanaman pada Hutan Produksi;Kabupaten Kubu Raya;1.882,00;Singapura;1;5;0;TW 2
Industri Makanan;WILMAR CAHAYA INDONESIA;(10434) Industri Pemurnian Minyak Mentah Kelapa Sawit dan Minyak Mentah Inti Kelapa Sawit;Kota Pontianak;0,00;Singapura;1;0;0;TW 2
Industri Makanan;WILMAR CAHAYA INDONESIA;(10435) Industri Pemisahan/Fraksinasi Minyak Murni Kelapa Sawit;Kota Pontianak;390.203,84;Singapura;1;0;0;TW 2
Transportasi, Gudang dan Telekomunikasi;WILMAR CAHAYA INDONESIA;(49432) Angkutan Bermotor untuk Barang Khusus;Kota Pontianak;0,00;Singapura;1;0;0;TW 2
Industri Makanan;WILMAR CAHAYA INDONESIA;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kota Pontianak;0,00;Singapura;1;0;0;TW 2
Industri Makanan;WILMAR CAHAYA INDONESIA;(10437) Industri Minyak Goreng Kelapa Sawit;Kota Pontianak;0,00;Singapura;1;0;0;TW 2
Industri Makanan;WILMAR CAHAYA INDONESIA;(10411) Industri Minyak Mentah dan Lemak Nabati;Kota Pontianak;0,00;Singapura;1;0;0;TW 2
Industri Makanan;WILMAR CAHAYA INDONESIA;(10411) Industri Minyak Mentah dan Lemak Nabati;Kota Pontianak;0,00;Singapura;1;0;0;TW 2
Industri Makanan;SINAR SAWIT SENTOSA;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Kubu Raya;0,00;Hongkong, RRT;1;1;0;TW 2
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;KALIMANTAN ALUMINA REFINERY;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Kayong Utara;3.125,00;Hongkong, RRT;1;0;0;TW 2
Listrik, Gas dan Air;KAYONG POWER NUSANTARA;(35115) Pembangkit, Transmisi, Distribusi dan Penjualan Tenaga Listrik Dalam Satu Kesatuan Usaha;Kabupaten Kayong Utara;59.577.733,04;Hongkong, RRT;1;0;0;TW 2
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;KAYONG ALUMINIUM NUSANTARA;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Kayong Utara;19.755.763,22;Hongkong, RRT;1;252;0;TW 2
Konstruksi;ANDALAS PERMAI BORNEO;(43120) Penyiapan Lahan;Kota Pontianak;12.500,00;Malaysia;1;0;0;TW 2
Perdagangan dan Reparasi;TINTIN BOYOK SAWIT MAKMUR;(46202) Perdagangan Besar Buah Yang Mengandung Minyak;Kabupaten Sekadau;0,00;Korea Selatan;1;0;0;TW 2
Perdagangan dan Reparasi;MERAPI UTAMA PHARMA;(46441) Perdagangan Besar Obat Farmasi Untuk Manusia;Kabupaten Kubu Raya;0,00;Jepang;1;0;0;TW 2
Industri Makanan;ARU UNGGUL PRIMA;(10297) Industri Pendinginan/Pengesan Biota Air Lainnya;Kabupaten Bengkayang;0,00;R.R. Tiongkok;1;0;0;TW 2
Perikanan;ARU UNGGUL PRIMA;(03212) Pembenihan Ikan Laut;Kabupaten Bengkayang;0,00;R.R. Tiongkok;1;0;0;TW 2
Perdagangan dan Reparasi;ARU UNGGUL PRIMA;(46206) Perdagangan Besar Hasil Perikanan;Kabupaten Mempawah;0,00;R.R. Tiongkok;1;0;0;TW 2
Perikanan;ARU UNGGUL PRIMA;(03259) Budidaya Biota Air Payau Lainnya;Kabupaten Sambas;27.812,50;R.R. Tiongkok;1;0;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;AGRO GADING SEJAHTERA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sintang;3.125,00;Jepang;1;1;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;RAYA SAWIT MANUNGGAL;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;320,21;Singapura;1;0;0;TW 2
Perdagangan dan Reparasi;MERAPI UTAMA PHARMA;(46339) Perdagangan Besar Makanan Dan Minuman Lainnya;Kabupaten Kubu Raya;0,00;Jepang;1;0;0;TW 2
Kehutanan;HUTAN KETAPANG INDUSTRI;(02111) Pemanfaatan Kayu Hutan Tanaman pada Hutan Produksi;Kabupaten Ketapang;4.581.210,99;Singapura;1;11;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;AGRO SEJAHTERA MANUNGGAL;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;7.180,34;Singapura;1;0;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;AGRO SEJAHTERA MANUNGGAL;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;7.180,34;Singapura;1;0;0;TW 2
Industri Makanan;AGRO SEJAHTERA MANUNGGAL;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;908.085,57;Singapura;1;0;0;TW 2
Perdagangan dan Reparasi;YAKULT INDONESIA PERSADA;(46326) Perdagangan Besar Susu Dan Produk Susu;Kabupaten Kubu Raya;315.245,57;Jepang;1;1;0;TW 2
Perdagangan dan Reparasi;YAKULT INDONESIA PERSADA;(46326) Perdagangan Besar Susu Dan Produk Susu;Kabupaten Sintang;221.701,63;Jepang;1;1;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;HUNGARINDO PERSADA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;8.594,82;Singapura;1;0;0;TW 2
Perdagangan dan Reparasi;YAKULT INDONESIA PERSADA;(46326) Perdagangan Besar Susu Dan Produk Susu;Kabupaten Ketapang;168.138,28;Jepang;1;0;0;TW 2
Perdagangan dan Reparasi;GLOBAL ASIA REDWANA;(46100) Perdagangan Besar Atas Dasar Balas Jasa (Fee) Atau Kontrak;Kota Pontianak;3.046,88;Malaysia;1;0;0;TW 2
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;WESTERFIELD ALUMINA INDONESIA;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Sanggau;4.125.000,00;Hongkong, RRT;1;13;20;TW 2
Perumahan, Kawasan Industri dan Perkantoran;WESTERFIELD ALUMINA INDONESIA;(68130) Kawasan Industri;Kabupaten Sanggau;437.500,00;Hongkong, RRT;1;13;20;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;NABATI AGRO SUBUR;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;3.454,23;Singapura;1;0;0;TW 2
Tanaman Pangan, Perkebunan, dan Peternakan;GEMILANG MAKMUR SUBUR;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;47.859,84;Singapura;1;0;0;TW 2
